gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,ContractType,InternetType,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,ChargesPerMonth,TenureBin,Contract_x_Internet,SeniorPartner
1,0,0,0,0.27994044872104445,1,1,0.9860911081187232,0.6464411197090683,-0.7715595228225218,0.19313324484942065,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,1.1539011253010365,0.41820741588426086,-0.5058821715829188,-0.2852099462931705
1,0,1,1,-1.2325307680411752,1,0,-1.5651931467928875,-0.9806377053180815,-0.7715595228225218,1.5808313745082214,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-1.6433677579529848,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
1,0,1,0,-0.8646323639638785,1,1,1.1003778863361078,-0.5293138662027754,-0.7715595228225218,0.19313324484942065,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1.1438612632143017,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
1,0,1,1,-0.7419995626047797,1,0,-0.7046809343325815,-0.7413614075199711,-0.7715595228225218,-1.1945648848093802,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.6453551932898408,-0.3969359554844963,-0.5058821715829188,-0.2852099462931705
1,0,0,0,-0.5376115603396149,1,1,0.5457508743988011,-0.3575223464688359,0.44971572390930264,-1.1945648848093802,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,0.5084948224642141,-0.3969359554844963,-0.5058821715829188,-0.2852099462931705
0,0,1,0,0.23906284826801147,0,0,-0.6845126793530429,-0.2832359180876264,1.670990970641127,-1.1945648848093802,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,-0.58020344134205,0.41820741588426086,-0.5058821715829188,-0.2852099462931705
1,0,0,1,-1.0690203662290434,1,0,-1.5265373247487721,-0.9350865878854041,-0.7715595228225218,1.5808313745082214,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,-1.290335692549544,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
1,0,0,0,-0.8237547635108456,1,0,0.3087738783892247,-0.6277937869169051,-0.7715595228225218,0.19313324484942065,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.27610705106898553,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
1,0,0,1,1.3427580604999014,1,1,1.122226829230608,1.7453396725596486,-0.7715595228225218,0.19313324484942065,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,1.1636166756914992,1.233350787253018,-0.5058821715829188,-0.2852099462931705
1,0,0,0,-1.2325307680411752,1,0,-0.3433330326158513,-0.964530865642227,-0.7715595228225218,-1.1945648848093802,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,-1.045570448446071,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
1,1,1,0,0.23906284826801147,1,1,0.8986953365407235,0.5499330129304972,-0.7715595228225218,0.19313324484942065,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1.047304386162258,0.41820741588426086,-0.5058821715829188,3.506189082803194
0,0,1,1,0.6887164532513741,1,1,1.327270754855915,1.2252682082529043,-0.7715595228225218,0.19313324484942065,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,1.3954422242144349,0.41820741588426086,-0.5058821715829188,-0.2852099462931705
1,1,1,0,-0.4558563594335489,1,1,0.9676035410541465,-0.14740230866168055,-0.7715595228225218,0.19313324484942065,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1.0161978971415724,-0.3969359554844963,-0.5058821715829188,3.506189082803194
0,0,0,0,-0.21059075671535113,1,1,0.1255788956584172,-0.19153549247777651,-0.7715595228225218,-1.1945648848093802,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.23368351180854774,0.41820741588426086,-0.5058821715829188,-0.2852099462931705
0,0,0,0,-0.04708035490321928,1,0,-1.5584703951330414,-0.7328094953949645,1.670990970641127,1.5808313745082214,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-1.3453311705802342,0.41820741588426086,2.8484745933695614,-0.2852099462931705
0,0,0,0,1.5471460627650664,1,1,0.038183124080417546,1.039341662778669,1.670990970641127,-1.1945648848093802,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,0.19191344558645695,1.233350787253018,-0.5058821715829188,-0.2852099462931705
1,0,1,1,1.3018804600468685,1,1,0.7944926858131086,1.4911972270001927,1.670990970641127,-1.1945648848093802,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.9176479251628407,1.233350787253018,-0.5058821715829188,-0.2852099462931705
1,0,1,0,-1.0690203662290434,1,0,-1.560151083048003,-0.9332920156519182,-0.7715595228225218,1.5808313745082214,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-1.2681341418525882,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
1,0,1,0,0.3208180491740774,1,1,-1.5231759489188492,-0.639092945424038,1.670990970641127,1.5808313745082214,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-1.309522217843209,0.41820741588426086,2.8484745933695614,-0.2852099462931705
1,0,0,1,-1.1098979666820763,1,1,1.2079419128936462,-0.8276116507910862,-0.7715595228225218,0.19313324484942065,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0.43897324149035566,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
1,0,1,0,1.1792476586877696,1,0,1.1894543458290694,1.6993454508717896,1.670990970641127,0.19313324484942065,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,1.3124175634937876,1.233350787253018,1.1712962108933214,-0.2852099462931705
1,0,1,1,-0.4967339598865819,1,0,1.2617239261724151,-0.09730937261339101,-0.7715595228225218,0.19313324484942065,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,1.3508813793764185,-0.3969359554844963,-0.5058821715829188,-0.2852099462931705
0,0,1,0,-0.8237547635108456,1,1,1.2180260403834153,-0.4816358483452261,-0.7715595228225218,0.19313324484942065,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1.1802035322283413,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
0,1,0,0,-0.006202754450186318,1,1,1.1491178358699925,0.4228728677571489,-0.7715595228225218,0.19313324484942065,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1.3162736843779697,0.41820741588426086,-0.5058821715829188,-0.2852099462931705
1,0,0,0,-0.04708035490321928,1,1,0.6230625184870316,0.09140872966848884,-0.7715595228225218,0.19313324484942065,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,0.6282461030831822,0.41820741588426086,-0.5058821715829188,-0.2852099462931705
1,0,0,0,0.8931044555165389,1,0,-1.3836788519770418,-0.4224149646401938,1.670990970641127,1.5808313745082214,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-1.1800893091161018,1.233350787253018,2.8484745933695614,-0.2852099462931705
0,0,0,0,-1.0690203662290434,1,1,0.7928119978981466,-0.7845640724001854,-0.7715595228225218,0.19313324484942065,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0.5718536338099119,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
1,1,0,0,0.811349254610473,1,1,0.4650778544806472,0.7720611760530761,0.44971572390930264,0.19313324484942065,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5549652747327406,1.233350787253018,0.33270701965520133,-0.2852099462931705
0,0,1,0,1.6289012636711322,1,0,0.7911313099831853,1.8416926928489064,1.670990970641127,-1.1945648848093802,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.9593529214373299,1.233350787253018,-0.5058821715829188,-0.2852099462931705
0,0,0,1,1.2201252591408027,1,1,-1.3702333486573495,-0.3252200462660911,1.670990970641127,1.5808313745082214,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-1.1642439703315897,1.233350787253018,2.8484745933695614,-0.2852099462931705
1,1,0,0,-0.9463875648699445,1,1,0.2936476871545708,-0.7203804210371183,-0.7715595228225218,0.19313324484942065,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.2575600766184426,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
1,0,1,0,-0.8646323639638785,1,1,-0.3635012875953896,-0.7370854514574678,-0.7715595228225218,-1.1945648848093802,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.2582003020116175,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
0,0,1,0,-0.7828771630578126,0,1,-0.5349314549214662,-0.7156835159321924,-0.7715595228225218,-1.1945648848093802,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,-0.3976773322383344,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
1,0,1,0,1.4245132614059675,1,0,-0.06433883873223627,0.9005170996302471,-0.7715595228225218,-1.1945648848093802,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.13442540277570034,1.233350787253018,-0.5058821715829188,-0.2852099462931705
1,0,0,0,-0.2923459576214171,1,0,-0.17862561694962065,-0.35074285136455613,-0.7715595228225218,-1.1945648848093802,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.06360408391628204,-0.3969359554844963,-0.5058821715829188,-0.2852099462931705
0,0,1,1,-1.1098979666820763,1,0,-0.31139996223158206,-0.8849714966243555,-0.7715595228225218,-1.1945648848093802,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.41257956968620557,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
0,0,0,0,-1.1098979666820763,1,1,0.7793664945784546,-0.831754675577035,-0.7715595228225218,0.19313324484942065,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.37746672326323427,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
0,0,0,1,0.15730764736194555,1,0,-0.3416523447008896,-0.09564773165645969,0.44971572390930264,-1.1945648848093802,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,-0.11680557762343104,0.41820741588426086,-0.5058821715829188,-0.2852099462931705
0,1,0,0,0.5660836518922752,1,1,0.6701217801059548,0.6849468794843567,-0.7715595228225218,0.19313324484942065,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7423157815121403,0.41820741588426086,-0.5058821715829188,-0.2852099462931705
1,0,0,0,1.3836356609529346,1,1,1.486936106777261,2.1740208842351705,0.44971572390930264,0.19313324484942065,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,1.59843240728227,1.233350787253018,0.33270701965520133,-0.2852099462931705
0,0,1,1,-0.7011219621517467,1,1,0.5087757402696476,-0.47833472164412255,-0.7715595228225218,0.19313324484942065,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5686741524755328,-0.3969359554844963,-0.5058821715829188,-0.2852099462931705
0,0,1,1,1.2201252591408027,0,1,-0.50635976036712,0.3794929611748618,0.44971572390930264,-1.1945648848093802,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,-0.3205319935469281,1.233350787253018,-0.5058821715829188,-0.2852099462931705
1,0,1,1,1.5062684623120335,1,0,0.49028817320507023,1.3926065302222677,1.670990970641127,0.19313324484942065,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,0.6031240949096492,1.233350787253018,1.1712962108933214,-0.2852099462931705
0,0,1,1,-0.33322355807445003,1,1,-0.26938276435754366,-0.42070901325774435,0.44971572390930264,-1.1945648848093802,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,-0.20102071900169785,-0.3969359554844963,-0.5058821715829188,-0.2852099462931705
0,0,0,0,0.9748596564226049,1,1,0.5306246831641472,1.0090333317242417,-0.7715595228225218,0.19313324484942065,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0.6894983587993347,1.233350787253018,-0.5058821715829188,-0.2852099462931705
1,0,1,1,1.5471460627650664,1,0,-1.3887209157219262,-0.22780357576439744,1.670990970641127,1.5808313745082214,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-1.1517854862248393,1.233350787253018,2.8484745933695614,-0.2852099462931705
0,0,1,0,-0.9872651653229775,1,0,0.5205405556743781,-0.732100528586674,-0.7715595228225218,-1.1945648848093802,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,0.4258989949688154,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
0,0,1,1,1.6697788641241653,1,0,0.44659028741607043,1.5501522481521162,1.670990970641127,0.19313324484942065,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6229250852863181,1.233350787253018,1.1712962108933214,-0.2852099462931705
0,0,1,1,1.2201252591408027,1,1,-0.5399735186663508,0.3230636342774742,0.44971572390930264,-1.1945648848093802,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.38809155104411536,1.233350787253018,-0.5058821715829188,-0.2852099462931705
1,1,1,0,1.3427580604999014,1,0,0.4886074852901088,1.2342189142075743,0.44971572390930264,0.19313324484942065,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.5799246248894887,1.233350787253018,0.33270701965520133,3.506189082803194
0,1,1,0,0.03467484600284665,1,1,0.9222249673501852,0.3095932649199509,-0.7715595228225218,0.19313324484942065,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.9622122120573925,0.41820741588426086,-0.5058821715829188,3.506189082803194
0,0,0,0,-1.2325307680411752,1,1,0.46339716656568575,-0.9538963635178666,-0.7715595228225218,0.19313324484942065,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,-0.6508762138335282,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
1,0,0,0,-1.1507755671351094,1,1,0.5558350018885703,-0.8941437547066163,-0.7715595228225218,0.19313324484942065,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.19615556437366105,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
1,0,0,1,-1.1507755671351094,1,0,-1.5315793884936568,-0.9667242317053765,-0.7715595228225218,1.5808313745082214,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,-1.5430496399889637,-1.2120793268532535,-0.5058821715829188,-0.2852099462931705
